Департамент,Артикул,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07-forecast_lower,2025-07-forecast_mean,2025-07-forecast_upper,2025-08-forecast_lower,2025-08-forecast_mean,2025-08-forecast_upper,2025-09-forecast_lower,2025-09-forecast_mean,2025-09-forecast_upper,2025-10-forecast_lower,2025-10-forecast_mean,2025-10-forecast_upper,last_123_days_sum,forecast_123_days_mean,forecast_123_days_lower,forecast_123_days_upper
Ритейл,TALTLL-L00033,6,10,0,3,3,4,1,3,0,0,0,0,0,2,1,3,1,0,0,0,3,2,2,0,0,14,2182,0,0,2165,0,16,2114,0,62,2230,7,89,0,8691
Ритейл,TALTLL-L00034,3,10,1,0,6,9,4,4,3,0,0,1,1,0,1,0,2,0,0,0,0,0,1,1,0,0,512,0,38,560,0,20,525,0,10,532,2,58,0,2128
Ритейл,TALTLL-L00035,9,10,0,3,7,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2180,0,0,2166,0,16,2114,0,50,2218,0,79,0,8679
Ритейл,TALTLL-L00036,4,10,10,6,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2178,0,0,2165,0,18,2113,0,53,2217,0,83,0,8672
Ритейл,TEADIM-L00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TEADIM-L00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TEADIM-L00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TEADIM-L00010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TEADIM-L00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000017,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1765,0,31,1809,0,9,1730,0,0,1772,0,21,0,7076
Ритейл,TGTNBR-000019,0,1,0,3,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,174,0,32,219,0,10,191,0,0,182,2,26,0,766
Ритейл,TGTNBR-000020,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,1,5,1,1,0,0,2,0,0,14,641,0,35,662,0,16,623,0,15,642,3,80,0,2568
Ритейл,TGTNBR-000021,3,3,3,3,0,0,0,0,1,0,0,0,0,4,0,5,1,3,2,4,2,0,0,2,0,16,446,0,32,461,0,50,465,0,86,515,7,184,0,1888
Ритейл,TGTNBR-000022,1,1,3,7,1,1,1,5,0,1,0,0,0,1,0,1,2,2,1,2,5,0,0,0,0,15,2181,0,0,2165,0,19,2115,0,66,2232,6,100,0,8693
Ритейл,TGTNBR-000023,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,15,218,0,0,203,0,21,217,0,69,271,6,105,0,908
Ритейл,TGTNBR-000024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,3,1,4,0,0,21,178,0,39,196,0,13,165,0,25,182,8,97,0,721
Ритейл,TGTNBR-000025,0,2,0,3,1,0,0,1,1,0,0,2,0,2,0,1,2,9,0,0,2,2,2,4,0,24,206,0,42,224,0,87,263,108,289,471,10,442,0,1163
Ритейл,TGTNBR-000026,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,13,188,0,0,175,0,18,187,0,54,228,4,85,0,778
Ритейл,TGTNBR-000027,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,2,1,5,0,0,1,0,1,0,0,0,444,0,32,478,0,9,441,0,0,440,2,33,0,1803
Ритейл,TGTNBR-000028,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,174,0,35,204,0,16,179,0,15,184,0,71,0,740
Ритейл,TGTNBR-000029,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,1,40,0,2,0,27,2197,0,56,2226,0,28,2128,0,43,2213,43,153,0,8763
Ритейл,TGTNBR-000030,6,12,3,4,4,3,1,0,4,5,3,5,1,8,7,4,18,9,4,7,6,6,2,5,0,79,598,0,85,604,0,100,602,0,150,669,23,415,0,2472
Ритейл,TGTNBR-000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,11,171,0,39,199,0,12,167,0,25,185,0,88,0,723
Ритейл,TGTNBR-000034,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,2,169,0,49,215,0,40,201,0,1,167,4,91,0,752
Ритейл,TGTNBR-000035,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,14,200,0,2,188,0,21,202,0,57,244,0,94,0,834
Ритейл,TGTNBR-000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TGTNBR-000044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TMAYGR-DP0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-GP0001,4,4,1,1,6,4,2,2,0,1,1,1,1,4,1,8,2,6,1,1,3,1,1,1,0,10,519,0,14,523,0,33,525,0,81,591,7,138,0,2158
Ритейл,TNIKTE-GP0002,1,0,1,0,1,0,0,0,0,6,0,0,0,1,0,6,2,0,1,0,0,10,50,0,0,3,255,0,28,280,0,9,253,0,7,259,60,46,0,1046
Ритейл,TNIKTE-GP0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,12,0,1,159,0,35,193,0,16,169,0,15,173,13,66,0,693
Ритейл,TNIKTE-GP0004,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,8,2,1,0,0,0,2,0,0,501,0,48,559,0,26,521,0,12,523,3,75,0,2103
Ритейл,TNIKTE-GP0005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,1,1,0,18,225,0,26,233,0,46,246,0,96,304,3,185,0,1008
Ритейл,TNIKTE-GP0006,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,2,0,1,1,0,0,2,0,0,158,0,31,211,0,9,183,0,0,175,4,14,0,727
Ритейл,TNIKTE-GP0007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,1,0,1,0,0,24,199,0,0,175,0,21,190,0,69,243,3,114,0,807
Ритейл,TNIKTE-GP0008,0,0,1,0,1,0,0,0,0,0,0,0,1,4,1,4,6,4,8,0,2,2,0,2,0,0,186,0,9,197,0,31,213,0,79,267,6,116,0,863
Ритейл,TNIKTE-GP0009,0,3,0,1,0,0,0,0,0,0,0,0,0,1,5,2,2,1,3,1,0,0,0,0,0,2,433,0,49,479,0,40,456,0,1,431,1,91,0,1800
Ритейл,TNIKTE-GP0011,0,0,0,10,10,11,10,20,19,0,0,0,0,0,0,6,0,11,0,0,0,1,0,246,0,1,918,0,35,952,0,16,903,0,15,931,247,67,0,3704
Ритейл,TNIKTE-GP0012,0,20,50,0,10,10,31,40,86,0,40,60,30,50,80,95,100,57,60,100,40,110,40,142,0,185,1007,0,151,973,0,141,936,0,148,969,332,625,0,3885
Ритейл,TNIKTE-GP0013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,3,0,0,0,163,0,31,195,0,9,168,0,0,158,5,34,0,684
Ритейл,TNIKTE-GP0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,151,0,31,195,0,9,168,0,0,157,0,21,0,671
Ритейл,TNIKTE-GP0016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,290,0,49,336,0,40,318,0,1,288,1,91,0,1232
Ритейл,TNIKTE-GP0017,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,158,0,31,203,0,9,175,0,0,165,0,21,0,701
Ритейл,TNIKTE-GP0018,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,170,0,31,214,0,9,187,0,0,177,0,21,0,748
Ритейл,TNIKTE-GP0019,2,5,13,2,11,5,3,0,0,0,0,0,5,0,4,16,11,15,8,4,6,6,4,20,0,30,228,0,58,256,0,40,231,0,47,245,38,174,0,960
Ритейл,TNIKTE-GP0020,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,3,1,1,2,2,0,1,0,31,233,0,54,256,0,28,224,0,44,246,6,158,0,960
Ритейл,TNIKTE-GP0021,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,3,1,5,0,1,1,4,3,7,0,121,288,0,142,309,0,124,285,0,130,297,16,518,0,1179
Ритейл,TNIKTE-GP0022,9,9,6,8,9,20,8,2,3,7,7,14,2,3,2,17,2,7,5,5,9,2,7,278,0,78,880,0,0,788,0,0,776,0,449,1251,300,512,0,3694
Ритейл,TNIKTE-GP0045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-GP0046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00001,0,0,0,0,0,20,0,30,70,1,0,20,10,30,40,52,60,6,40,50,110,100,60,80,0,4,2243,0,0,2215,0,21,2188,0,219,2458,350,220,0,9104
Ритейл,TNIKTE-L00002,13,42,104,50,329,227,51,17,113,67,104,203,98,129,123,117,151,145,129,73,2,168,160,148,0,68,944,0,41,917,0,26,874,0,4,880,479,138,0,3615
Ритейл,TNIKTE-L00003,27,31,80,16,91,109,1,64,68,38,118,96,46,49,92,69,126,129,52,66,30,112,48,81,0,74,712,0,70,707,0,116,733,0,56,694,272,315,0,2846
Ритейл,TNIKTE-L00004,35,46,70,15,51,111,22,74,125,6,25,57,50,33,66,52,142,42,31,74,155,80,74,93,0,125,985,0,156,1015,0,110,942,0,110,970,416,502,0,3913
Ритейл,TNIKTE-L00005,27,20,133,15,135,84,43,101,84,21,110,172,58,20,58,79,66,157,28,73,52,104,34,39,0,19,691,0,39,711,0,21,671,0,10,682,230,89,0,2754
Ритейл,TNIKTE-L00006,1,0,1,0,1,0,0,0,0,6,0,0,1,0,2,7,0,8,1,2,1,0,0,0,0,91,296,0,0,184,0,0,193,242,447,652,1,512,0,1325
Ритейл,TNIKTE-L00007,71,71,130,108,147,269,36,145,94,112,150,104,148,142,87,57,366,65,99,207,245,72,95,91,0,42,1469,0,104,1531,0,65,1445,0,43,1470,509,254,0,5915
Ритейл,TNIKTE-L00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,1,1,0,13,0,0,180,0,33,242,0,6,209,0,17,226,15,27,0,857
Ритейл,TNIKTE-L00009,0,0,0,1,0,2,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,31,229,0,9,200,0,0,191,0,21,0,805
Ритейл,TNIKTE-L00013,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,0,33,541,0,6,498,0,17,525,0,50,0,2067
Ритейл,TNIKTE-L00014,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,450,0,27,474,0,9,442,0,7,454,0,46,0,1820
Ритейл,TNIKTE-L00015,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,530,0,9,519,0,29,523,0,78,588,0,137,0,2161
Ритейл,TNIKTE-L00017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,31,312,0,9,281,0,0,275,0,21,0,1136
Ритейл,TNIKTE-L00018,0,0,0,11,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1008,0,0,896,0,0,882,0,447,1363,0,512,0,4149
Ритейл,TNIKTE-L00021,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,530,0,0,515,0,21,519,0,69,583,0,105,0,2148
Ритейл,TNIKTE-L00022,17,20,27,50,0,40,30,100,130,51,70,80,70,60,50,93,130,100,50,40,170,190,120,192,0,736,2638,0,762,2663,0,897,2737,0,789,2691,672,3184,0,10730
Ритейл,TNIKTE-L00023,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,503,0,31,546,0,9,508,0,0,509,6,22,0,2066
Ритейл,TNIKTE-L00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,153,0,49,201,0,40,187,0,0,152,6,89,0,692
Ритейл,TNIKTE-L00025,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,513,0,36,552,0,9,507,0,7,522,6,49,0,2093
Ритейл,TNIKTE-L00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00027,0,0,0,19,42,40,50,30,100,40,10,80,40,30,30,23,120,0,100,0,0,40,20,52,0,29,657,0,30,658,0,7,615,0,12,640,112,77,0,2569
Ритейл,TNIKTE-L00028,178,58,496,259,278,473,316,259,418,379,306,348,136,1658,508,595,515,244,202,238,425,399,430,444,0,258,4378,0,241,4361,0,386,4374,0,164,4284,1820,1048,0,17398
Ритейл,TNIKTE-L00029,112,187,327,210,387,677,391,425,638,3833,383,286,139,3520,853,545,968,101,449,1013,85,116,689,73,0,186,13148,0,120,13082,0,71,12615,0,254,13216,991,630,0,52061
Ритейл,TNIKTE-L00030,127,104,867,407,324,770,372,479,4729,897,613,477,440,3901,1131,952,2016,1552,668,1400,3453,665,1003,495,0,0,9554,0,0,9703,0,0,8973,0,0,9322,5749,0,0,37553
Ритейл,TNIKTE-L00031,54,49,234,69,140,273,362,107,321,292,264,258,102,1362,77,592,307,311,109,139,260,178,208,307,0,231,4047,0,97,3913,0,79,3772,0,241,4057,1020,648,0,15790
Ритейл,TNIKTE-L00032,82,134,814,294,380,272,452,572,533,4731,1277,961,1216,5839,1445,1228,2269,1341,1587,2854,2148,1384,2141,1021,0,0,21880,0,87,22634,0,533,22353,0,0,22100,7813,0,0,88967
Ритейл,TNIKTE-L00033,112,332,446,190,284,54,358,227,2064,237,308,294,251,348,456,431,943,686,414,279,576,253,777,135,0,884,3689,0,985,3791,0,1170,3885,0,1043,3849,1788,4082,0,15215
Ритейл,TNIKTE-L00034,429,660,1575,1213,1303,1782,911,957,1335,746,816,794,525,1651,655,1399,1857,453,743,1498,2937,598,798,636,0,1182,10421,0,1511,10749,0,512,9452,0,1181,10419,5231,4386,0,41041
Ритейл,TNIKTE-L00035,299,559,920,475,632,619,410,605,14088,4351,372,634,217,339,418,469,1878,497,202,1052,409,308,367,177,0,365,4787,0,222,4645,0,250,4530,0,524,4947,1316,1361,0,18909
Ритейл,TNIKTE-L00036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TNIKTE-L00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11,0,24,274,0,52,302,0,25,267,0,25,275,71,126,0,1119
Ритейл,TPURET-L00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-L00009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ритейл,TPURET-P00023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CAFBOR-000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CAFBOR-000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CAFBOR-000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CBNM00-000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSB0-P00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSB0-P00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSB0-P00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSB0-P00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSB0-P00033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSG0-P00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CDNSP0-P00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CIMPCH-000040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
СМ Москва,CIMPCH-000041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
